sheet,row_number,requirement_title,requirement_description,office_code_string,anticipated_total_value,procurement_method,contract_type,procurement_instrument,contracting_office_uic,solicitation_fy,solicitation_quarter,award_fy,award_quarter,period_of_performance_months,follow_on_or_new,existing_contract_number,incumbent_contractor,place_of_performance,naics,psc,contracting_poc_name,contracting_poc_contact,secondary_poc_name,secondary_poc_contact,facility_clearance,personnel_clearance,palt_code,sub_palt_code,comments,pid,url
LRAE Annex 25,666,Key Management Infrastructure,Key Management Infrastructure (KMI) and Cyber Security Engineering Support Services,Cyber Defense,">$50,000,000   - $100,000,000",Full and Open Competition,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2023,QTR 4,FY 2024,QTR 2,60,Follow On Requirement,N00178-14-D-7578 / N6600119F3500,Leidos,"San Diego, CA",541330_c_Except_Marine Engineering and Naval Architecture_$41.5M,DJ01_IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,SeaPort,,
LRAE Annex 25,667,Information Technology Management / NIWC Pacific Code 8.2,"Information Technology (IT) Services for the purpose of providing Research, Development, Technology and Evaluation (RDT&E) Information Technology (IT) infrastructure support as an enabling service to the 130+ Research & Development labs associated with NIWC Pacific",None,">$50,000,000   - $100,000,000",Small Business Set-Aside,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 3,FY 2025,QTR 2,60,Follow On Requirement,N66001-20-D-3401 through N66001-20-D-3411,"Atlas Tech; GovSG; DirecViz Sol; FreeAlliance; Infinity Systems Eng; Systems Solutions, Inc., Joint Tactice & Tech; New Directions Tech; Management Concepts; Sentar; Strategic Data Systems","San Diego, CA",541330_c_Except_Marine Engineering and Naval Architecture_$41.5M,DG01_IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR),Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,668,Administrative Support Services,"Professional and administrative support to assist NIWC Pacific Corporate Operations, Code 80, which includes the Total Workforce Management, Command Operations, Corporate Strategy and Corporate Communications. The tasking may include supporting other NIWC Pacific departments in administrative support.",None,">$10,000,000   - $50,000,000",Small Business Set-Aside,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 3,FY 2025,QTR 2,72,Follow On Requirement,N66001-19-D-3419 through N66001-19-D-3421,Thor; T3W; Kros-Wise,"San Diego, CA",541611_Administrative Management and General Management Consulting Services_$16.5M,R699_SUPPORT- ADMINISTRATIVE: OTHER,Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,669,Cyber Training,Cyber Training and support to compliment on-going Cyber Security technological initiatives within US Marine Corps Forces Cyber Command and U.S. Fleet Cyber Command,Cyber Defense,">$10,000,000   - $50,000,000",TBD,Fixed-Price,TBD,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2023,QTR 3,FY 2024,QTR 1,60,Follow On Requirement,N66001-17-D-0038 through N66001-17-D-0041,"Ultimate Knowledge Corporation, CSR Group, Onyx Consulting and Executive Protection Systems",Various Government sites throughout DoD,611420_Computer Training_$12M,U008_EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,TBD,TBD,,,,,
LRAE Annex 25,670,Cyber and Network Security Engineering Services,Cryptographic Modernization and Key Management Engineering Services,Cyber Defense,">$10,000,000   - $50,000,000",TBD,Cost-Reimbursement,TBD,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 1,FY 2024,QTR 3,60,Follow On Requirement,N66001-19-D-0089,Nathan Kunes Inc.,"San Diego, CA",541512_Computer Systems Design Services_$30M,DJ01_IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,671,"Cyberspace Science, Research, Engineering and Technology Integration","Cyberspace Science, Research, Engineering and Technology Integration",None,">$250,000,000",Full and Open Competition,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 3,FY 2026,QTR 3,84,Follow On Requirement,N66001-19-D-3407 through N66001-19-D-3415,"BAE, BAH, ICF, Leidos,  NG, Parsons, SAIC, SRC, Perspecta","San Diego, CA",541330_c_Except_Marine Engineering and Naval Architecture_$41.5M,AD24_R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,,,
LRAE Annex 25,672,Academic Research,"Academic research services, limited to educational institutions.",None,">$5,000,000   - $10,000,000",Educational/Non-Profit Colleges and Universities,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 3,FY 2026,QTR 2,60,Follow On Requirement,N66001-21-D-0041 through N66001-21-D-0043,"San Diego State University Research Foundation, University of California San Diego, University of California Irvine",Various,"541715_Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) 11_1000 Employees",AC94_R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,Competition limited to educational institutions.,,
LRAE Annex 25,673,"Project Management Tools, Policy, and Processes Support Services","Program management, acquisition management, and technical support to the Program and Project Management Competency initiatives in training, processes, and tools so that Team NAVWAR Workforce can successfully deliver products and services that meet the requirements, on-time and within budget",None,">$10,000,000   - $50,000,000",TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 3,FY 2026,QTR 2,60,Follow On Requirement,N00178-19-D-8705 / N6600121F3502,Thor Solutions LLC,"San Diego, CA",541330_c_Except_Marine Engineering and Naval Architecture_$41.5M,R425_SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,674,Advanced Cyber Support Services,Advanced Cyber Support Services for US Marine Corps Forces Cyber Command/ NIWC PAC Code 58,Cyber Defense,">$50,000,000   - $100,000,000",TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 2,FY 2026,QTR 1,60,Follow On Requirement,N66001-21-C-0043,Agile-Bot II,Various Government sites throughout DoD,541512_Computer Systems Design Services_$30M,D310_IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,Jacob Ward,jacob.p.ward.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,,,
LRAE Annex 25,675,Naval Physical Security System-Enterprise Architecture (PS2-EA),"Lifecycle sustainment, installation, integration, testing and procurement/acquisition support for PS2-EA, previosuly known as Anti-Terrorism/Force Protection (AT/FP) Electronic Surveillance Systems (ESS)",None,">$100,000,000 - $250,000,000",TBD,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2023,QTR 3,FY 2023,QTR 4,60,Follow On Requirement,N66001-18-D-0082,Serco,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"J059_Maintenance, Repair, and Rebuilding of Equipment- Electrical and Electronic Equipment Components",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,Seaport,,
LRAE Annex 25,676,Special Projects and Electronic Systems,"Contractor support services are required to assist the Code 41170 in its execution of sustainment and technical support of special projects and electronic systems. The support includes experimental, demonstration and developmental technology.",None,">$50,000,000   - $100,000,000",TBD,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2026,QTR 2,FY 2026,QTR 4,84,Follow On Requirement,N66001-19-D-0110 through N66001-19-D-0113,"Alutiiq Information Management, Deloitte Consulting, Noblis, Serco",Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,J059_MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,,,
LRAE Annex 25,677,"Meteorological and Oceanographic (METOC), Expeditionary and Joint Systems In-Service Engineering Agent (ISEA)","To provide In-Service Engineering Agent (ISEA) activities for the Meteorological and Oceanographic (METOC) systems assigned to the METOC Capabilities Based (CB) ISEA, Foreign Military Sales (FMS) systems, and Expeditionary and Joint systems, projects and tasking engaged in worldwide operations, ashore and afloat.",None,">$10,000,000   - $50,000,000",Small Business Set-Aside,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 1,FY 2025,QTR 3,60,Follow On Requirement,N66001-20-D-3430 through N66001-20-D-3433,"FSI, ODME, SOLUTE, Syneren","San Diego, CA",541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"L058_TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,678,C4ISR Training Products,"Training services to tactical afloat shipboard, ashore and submarine Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR) systems",None,">$5,000,000   - $10,000,000",Small Business Set-Aside,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,QTR 4,FY 2028,QTR 2,60,Follow On Requirement,N66001-23-F-3508,Sellers & Associates,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,U008_EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,Seaport,,
LRAE Annex 25,679,"Tactical Air Navigation (TACAN), Air Traffic Control and Landing Systems (ATCALS), Air Command & Control, and Joint Tactical Systems (JTS) Services","Technical and In-Service Engineering Activities (ISEA) for Airspace and Joint Systems Marine Air Traffic Control and Landing Systems (MATCALS) / ATCALS, and mobile fixed / tactical fixed systems",None,">$50,000,000   - $100,000,000",Small Business Set-Aside,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 1,FY 2025,QTR 3,60,Follow On Requirement,N66001-20-D-0336,Trandes Corp.,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,J059_MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,680,"Take Charge and Move Out (TACAMO) 
Ground Communications – Mobile ISEA Contract",Transportable TACAMO Extremely High Frequency (EHF) Terminal Shelter/Antenna Platform System ISEA Support Services,None,">$10,000,000   - $50,000,000",Small Business Set-Aside,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 3,FY 2025,QTR 1,48,Follow On Requirement,N66001-21-D-0039 through N66001-21-D-0040,"LongWave Inc., Reliance Construction","San Diego, CA",332311_Prefabricated Metal Building and Component Manufacturing_750 Employees,5411_RIGID WALL SHELTERS,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,681,Integrated Voice Networks (Telephony),Technical Support for Integrated Voice Network Systems,None,">$10,000,000   - $50,000,000",TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 4,FY 2025,QTR 2,60,Follow On Requirement,N66001-19-D-0129,COLSA,"San Diego, CA",541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"J059_Maintenance, Repair, and Rebuilding of Equipment- Electrical and Electronic Equipment Components",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,682,SATCOM,In-service Engineering Agent Support for Satellite Communications (SATCOM),None,">$50,000,000   - $100,000,000",TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 3,FY 2025,QTR 1,60,Follow On Requirement,N66001-20-D-0119,Centurum,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"J058_Technical Representative- Communication, Detection, and Coherent Radiation Equipment",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,683,Tactical Networks (TACNET) In-Service Engineering Agent (ISEA),"In-Service Engineering Agent (ISEA) functions for Afloat and Ashore Tactical Networks (TACNET) and Command, Control, Communications, Computers, Intelligence (C4I) Systems as defined through the issuance of individual task orders",None,"> $250,000,000 - $500,000,000",Full and Open Competition,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,QTR 3,FY 2028,QTR 1,60,Follow On Requirement,N66001-23-D-0004,SAIC,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,J059_MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,,,
LRAE Annex 25,684,Network Integration Engineering Facility (NIEF) Production Svcs MAC,"Basic research, end-to-end system design, prototype development, systems engineering, integration, production, software loading, pre-installation testing and checkout (PITCO), deployment, and life cycle support of Command, Control, Communications, Computer (C4), Intelligence, Surveillance, and Reconnaissance (C4ISR) systems.",None,">$100,000,000- $250,000,000",Full and Open Competition,Cost-Reimbursement,"Multiple-Award Indefinite-Delivery, Indefinite Quantity",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 3,FY 2026,QTR 1,60,Follow On Requirement,N66001-21-D-0030 through N66001-21-D-0034,"M.C. Dean, SAIC, SERCO, SESCO, VT MILCOM","San Diego, CA",541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,R425_SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,685,Centerwide Logistics & Warehouse Services,"Support services for NIWC Pacific shipping, receiving, excessing, warehouse and inventory management operations.",None,">$10,000,000   - $50,000,000",Small Business Set-Aside,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,QTR 2,FY 2025,QTR 4,60,Follow On Requirement,N66001-20-D-0460,"OLGOONIK FEDERAL, LLC","San Diego, CA",493110_General Warehousing and Storage_$34M,S215_HOUSEKEEPING- WAREHOUSING/STORAGE,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,686,"Reverse Engineering, Science, and Technology for Obsolescence, Repair, and Evaluation (RESTORE) Laboratory Engineering Support","Research, development, simulation, evaluation, and engineering support for Navy, Marine Corps, and other Department of Defense (DoD) manned and unmanned Airspace and Command, Control, Communications, Computers, Combat Systems, Intelligence, Surveillance, and Reconnaissance (C5ISR) platforms, systems, subsystems, and components.",None,">$50,000,000   - $100,000,000",TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2026,QTR 1,FY 2026,QTR 3,60,Follow On Requirement,N66001-21-D-0037,Alutiiq Information Management,"San Diego, CA",541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,J059_MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,687,Precision Approach Radar Hardware,AN/FPN-68A Precision Approach Radar (PAR) Technology Procurement & Support for System Hardware,None,> $2M - < $7.5M,Sole-Source,Fixed-Price,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2025,Q1,FY 2025,Q3,60,Follow On Requirement,N66001-20-D-3434,L3Harris,Various,"334511_Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing_1350 employees","5998_ Electrical and Electronic assemblies, Boards, Cards, and Associated Hardware",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,None,None,,,,,
LRAE Annex 25,688,Precision Approach Radar Support Services,Technical Services Support for AN/FPN-68A Precision Approach Radar (PAR) Systems,None,> $7.5M - < $50M,Sole-Source,Fixed-Price,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,Q3,FY 2028,Q1,60,Follow On Requirement,N66001-23-D-0015,L3Harris,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"J059_Maintenance, Repair, and Rebuilding of Equipment- Electrical and Electronic Equipment Components",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,None,None,,,,,
LRAE Annex 25,689,Network Integration Engineering Facility (NIEF) Engineering Services,"To provide rogram management, basic research, end-to-end system design, prototype development, systems engineering, 
integration, environmental qualification testing (EQT), production, software loading, pre-installation testing and 
checkout (PITCO), deployment, and life cycle support of Command, Control, Communications, Computer, 
Intelligence, Surveillance, and Reconnaissance (C4ISR) systems",None,">$100,000,000- $250,000,000",Full and Open Competition,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,Q1,FY 2027,Q4,60,Follow On Requirement,N66001-21-D-0153,Noblis,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"J059_Maintenance, Repair, and Rebuilding of Equipment- Electrical and Electronic Equipment Components",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,690,Shore NEN ISEA,"In-Service Engineering Activity (ISEA) Navy Enterprise Networks (NEN) includes the four core Capability-Based (CB) In-Service Engineering Activity (CB-ISEA) services: Technical Sustainment Support (TSS), Sustainment Engineering Support, Logistics Support, and Modernization Support.",None,">$100,000,000- $250,000,000",TBD,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,Q1,FY 2027,Q4,60,Follow On Requirement,N66001-22-F-3509,SAIC,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"J059_Maintenance, Repair, and Rebuilding of Equipment- Electrical and Electronic Equipment Components",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,Seaport,,
LRAE Annex 25,691,Automated Vechicle Barrier (AVB),"To provide life cycle sustainment engineering, installation support, integration, testing and procurement/acquisition support for the Emergency Management Systems (EMS), Access Control Sub-system (ACS) during its life cycle.",None,> $7.5M - < $50M,TBD,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,Q1,FY 2027,Q4,60,Follow On Requirement,N66001-22-D-0035,Red Peak,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"J059_Maintenance, Repair, and Rebuilding of Equipment- Electrical and Electronic Equipment Components",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Top Secret,,,,,
LRAE Annex 25,692,SATCOM CB-ISEA Antenna Restoration,"The antenna restoration efforts for the Naval Information Warfare Center (NIWC Pacific) Code 41210 and 41220, Satellite Communication (SATCOM) Capability-Base (CB) In- Service Engineering Activity (ISEA)",None,> $7.5M - < $50M,TBD,Fixed-Price,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,Q3,FY 2028,Q1,60,Follow On Requirement,N66001-23-D-0007,Serco,Various,334220_Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing_1250 employees,"5985_ Antennas, Waveguides, and Related Equipment",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,693,Depot Systems Support,"The effort is comprised of jointly maintaining and operating a restoration depot for the fabrication, restoration, repair, overhaul, and calibration of electro-mechanical and mechanical shipboard, ground, and airborne assemblies, subassemblies, and test equipment to provide worldwide technical support to Government agencies, Fleet and Shore facilities.",None,">$100,000,000- $250,000,000",Small Business Set-Aside,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,Q3,FY 2028,Q1,60,Follow On Requirement,N66001-23-D-0014,Centurum,Various,334290_Other Communications Equipment Manufacturing_800 employees,"DE01_IT and Telecom - End User: Help Desk; Tier1-2, Workspace, Print, Output, Productivity Tools (Labor)",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,694,Tactical Data Link (TDL) Capabilities Based In-Service Engineering Agent (CB-ISE),The life-cycle engineering and technical assistance required for Tactical and Communications Data Link systems and related equipment in the sustentation of the Capabilities Based In-Service Engineering Agent (CB-ISEA).,None,">$50,000,000   - $100,000,000",Small Business Set-Aside,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2027,Q3,FY 2028,Q1,84,Follow On Requirement,N66001-20-D-0044,KOAM Engineering Systems (KES),Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$47M,"L059_Maintenance, Repair, and Rebuilding of Equipment- Electrical and Electronic Equipment Components",Norman Julien,norman.p.julien@navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,Secret,,,,,
LRAE Annex 25,695,CANES Engineering Support,Engineering and Support Services for Consolidated Afloat Networks and Enterprise Services (CANES),None,> $100M - < $250M,Full and Open Competition,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2023,QTR 2,FY 2023,QTR 4,60,Follow On Requirement,N66001-21-D-0008,Noblis,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$41.5M,AC34_National Defense R&d Services; Defense-related Activities; R&d Administrative Expenses,Stephen Enokida,stephen.i.enokida.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Secret,,,,,
LRAE Annex 25,696,Time and Frequency Distribution System,"Continuing sustainment and maintenance of the existing deployed Time and Frequency Distribution System (TFDS) units in the Fleet for use in Ruggedized Systems on submarines, submarine training facilities, submarine-to-shore platforms and Take Charge and Move Out (TACAMO) communication system aircraft. This contract will also provide for the procurement of new TFDS units and spare/replacement components configured for the deployed Virginia Class submarines.",None,"<$10,000,000",Sole-Source,Fixed-Price,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 4,FY 2024,QTR 4,60,Follow On Requirement,N66001-19-D-0071,Brandywine,"San Diego, CA",334519_Other Measuring and Controlling Device Manufacturing_500Employees,6645_TIME MEASURING INSTRUMENTS,Stephen Enokida,stephen.i.enokida.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,None,None,,,,,
LRAE Annex 25,697,xDMS Support,"Design, engineering, procurement, fabrication, integration, and testing support for the AN/USQ-82(V) Data Multiplex Systems (xDMS)",None,> $7.5M - < $50M,Full and Open Competition,Cost-Reimbursement,Single-Award Indefinite-Delivery,N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2022,QTR 4,FY 2023,QTR 4,60,Follow On Requirement,N66001-18-D-0013,SESCO,Various,"334290 - 
238210 - Electrical Contractors and Other Wiring Installation Contractors",N059_Installation Of Equipment- Electrical and Electronic Equipment Components,Stephen Enokida,stephen.i.enokida.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,None,,,,,
LRAE Annex 25,698,Ocean Survey Program Survey System (OSPSS) Central Depot Repair Facility,"Provide support services to the United Kingdom (UK) OSPSS Project including Central Depot Repair Facility operation, freight forwarding services, and field engineering services under Foreign Military Sales (FMS) Case UZ-P-BAR",None,> $2M - < $7.5M,8(a) Sole Source,Fixed-Price,"""C"" Type Contract",N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2024,QTR 2,FY 2025,QTR 1,60,Follow On Requirement,N66001-20-C-0448,Ocean Marine Inc.,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$41.5M,C216_ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING,Stephen Enokida,stephen.i.enokida.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Secret,None,,,FFP/Cost,,
LRAE Annex 25,699,"Engineering Support on Tactical Networks Division, Code 551 Multiple Award Contract (MAC)","Engineering Support on Tactical Networks Division, Code 551 Multiple Award Contract (MAC)",None,> $2M - < $7.5M,Full and Open Competition,Cost-Reimbursement,Delivery Order/Task Order (not under Federal Supply Schedule Contract),N66001 - NAVAL INFORMATION WARFARE CENTER PACIFIC,FY 2023,QTR 4,FY 2023,QTR 4,60,Follow On Requirement,N66001-21-D-0118-0129,N/A,Various,541330_a_Except_Military and Aerospace Equipment and Military Weapons_$41.5M,AC34_National Defense R&d Services; Defense-related Activities; R&d Administrative Expenses,Stephen Enokida,stephen.i.enokida.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,Top Secret,Secret,,,,,
